Player,Nation,Pos,Age,Tkl,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VSDribblesTkl,VSDribblesAtt,VSDribblesTkl%,VSDribblesPast,Blocks,ShotBlock,PassBlock,Tkl+Int,Clearances,Errors,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AerialDuelWon,AerielDuelLost,AerialDuelWon%,CmpTotal,AttemptedTotal,Cmp%Total,TotDist,ProgressiveDist,ShortCmp,ShortAttempted,ShortCmp%,MediumCmp,MediumAttempt,MediumCmp%,LongCmp,LongAttempted,LongCmp%,Assists,xAG,xA,A-xAG,KeyPasses,CompletedFinalThird,PassesPenaltyArea,CrossesPA,ProgressivePasses,MP,Min,Mn/MP,Min%,Starts,Min/Start,Compl,Subs,Min/Sub,unSub,PPM,onG,onGA,Goals+/-,Goals+/-90,TeamSuccessOn-Off,onxG,onxGA,xG+/-,xG+/-90,xG-On-Off,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef
Steve MouniÃ©,bj BEN,FW,23.0,9,3,4,2,2,12,16.7,10,10,1,9,14,15,0,1,1,0,32,15,15,9,0,0,0,56,210,131,61.6,361,571,63.2,4655,836,234,341,68.6,103,154,66.9,8,18,44.4,3,1.9,1.3,1.1,18,32,3,0,24,31,1778.0,57.0,52.0,19,79.0,8.0,12,24.0,2,0.48,12.0,36.0,-24.0,-1.21,0.43,14.5,26.1,-11.6,-0.59,0.54,2,61,23,37.7,3.09,1.16,0.03,0.09,14.8,0,0,0,5.8,5.8,0.1,-3.8,-3.8,33,1.67,27,0,0,5,1,0,4,0.2,3,0,0,0,1,0
Juninho Bacuna,cw CUW,MFDF,20.0,46,22,19,5,22,54,40.7,32,21,1,20,70,12,1,4,0,0,33,22,1,34,0,1,0,121,17,21,44.7,565,770,73.4,10416,3609,267,314,85.0,192,242,79.3,91,167,54.5,0,1.4,1.3,-1.4,18,92,13,1,76,21,1412.0,67.0,41.3,16,82.0,9.0,5,21.0,5,0.38,9.0,37.0,-28.0,-1.78,-0.62,11.2,28.4,-17.3,-1.1,-0.43,1,19,8,42.1,1.21,0.51,0.05,0.13,27.0,2,0,0,0.7,0.7,0.04,0.3,0.3,41,2.61,30,6,2,0,3,0,0,0.0,0,0,0,0,0,0
Elias Kachunga,cd COD,FWMF,26.0,22,8,12,2,9,25,36.0,16,16,1,15,26,10,0,2,0,0,24,21,9,15,0,1,0,43,23,29,44.2,220,317,69.4,2864,574,135,172,78.5,55,78,70.5,12,22,54.5,0,0.2,0.5,-0.2,5,14,5,5,9,20,1182.0,59.0,34.6,13,81.0,7.0,7,18.0,10,0.25,4.0,30.0,-26.0,-1.98,-0.85,9.7,23.3,-13.5,-1.03,-0.28,0,14,3,21.4,1.07,0.23,0.0,0.0,15.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9,13,0.99,9,0,1,2,1,0,0,0.0,0,0,0,0,0,0
Tommy Smith,eng ENG,DF,26.0,26,14,11,1,10,25,40.0,15,12,4,8,44,25,0,2,1,0,10,6,0,24,0,0,0,65,14,14,50.0,468,629,74.4,7678,2648,254,289,87.9,148,203,72.9,50,98,51.0,0,0.4,0.3,-0.4,7,32,5,3,22,15,1141.0,76.0,33.4,13,82.0,11.0,2,36.0,10,0.33,11.0,35.0,-24.0,-1.89,-0.71,10.6,26.3,-15.6,-1.23,-0.58,0,3,0,0.0,0.24,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,15,1.18,13,0,0,1,1,0,1,0.08,0,0,0,1,0,0
Laurent Depoitre,be BEL,FW,29.0,6,2,3,1,0,3,0.0,3,9,0,9,8,8,0,1,0,0,19,9,7,4,0,0,0,30,80,89,47.3,164,278,59.0,1924,384,116,177,65.5,29,60,48.3,5,7,71.4,1,0.7,0.4,0.3,9,14,2,0,15,23,1068.0,46.0,31.2,10,82.0,6.0,13,19.0,4,0.35,3.0,23.0,-20.0,-1.69,-0.38,8.9,20.0,-11.1,-0.94,-0.13,0,30,6,20.0,2.53,0.51,0.0,0.0,12.9,0,0,0,2.5,2.5,0.08,-2.5,-2.5,21,1.77,18,0,0,1,2,0,1,0.08,1,0,0,0,0,0
Isaac Mbenza,be BEL,FWMF,22.0,10,5,5,0,2,4,50.0,2,4,0,4,15,4,0,1,0,0,8,5,5,34,0,0,0,52,2,10,16.7,183,272,67.3,2816,769,101,129,78.3,56,79,70.9,17,36,47.2,1,0.9,0.7,0.1,7,11,5,5,8,22,986.0,45.0,28.8,10,77.0,3.0,12,18.0,6,0.55,6.0,25.0,-19.0,-1.73,-0.44,8.9,20.0,-11.1,-1.01,-0.24,1,16,5,31.3,1.46,0.46,0.06,0.2,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0,14,1.28,10,1,0,2,1,0,1,0.09,1,0,0,0,0,0
Karlan Grant,eng ENG,FW,20.0,5,1,2,2,1,3,33.3,2,8,0,8,7,1,1,0,0,0,8,8,4,9,1,0,0,38,10,49,16.9,149,223,66.8,1841,463,91,131,69.5,40,53,75.5,4,9,44.4,0,0.3,0.2,-0.3,8,4,3,0,11,13,877.0,67.0,25.6,9,88.0,8.0,4,21.0,1,0.38,9.0,23.0,-14.0,-1.44,-0.02,9.5,19.2,-9.7,-0.99,-0.2,4,21,11,52.4,2.16,1.13,0.19,0.36,15.8,0,0,0,3.6,3.6,0.17,0.4,0.4,22,2.26,13,0,5,3,1,0,2,0.21,0,0,0,1,1,0
Jon Gorenc StankoviÄ,si SVN,MFDF,22.0,26,18,7,1,14,26,53.8,12,16,9,7,35,20,1,2,0,0,9,12,0,0,0,0,0,38,19,15,55.9,224,297,75.4,4080,1375,87,100,87.0,106,130,81.5,25,48,52.1,0,0.1,0.1,-0.1,2,18,3,0,13,11,715.0,65.0,20.9,9,79.0,4.0,2,0.0,16,0.64,5.0,20.0,-15.0,-1.89,-0.59,4.6,16.0,-11.4,-1.44,-0.75,1,9,2,22.2,1.13,0.25,0.11,0.5,16.2,0,0,0,1.0,1.0,0.11,0.0,0.0,8,1.01,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Adama Diakhaby,fr FRA,FWMF,22.0,6,4,1,1,3,11,27.3,8,7,0,7,7,2,0,1,0,0,7,9,2,14,0,0,0,24,6,15,28.6,114,162,70.4,1546,227,72,93,77.4,36,46,78.3,2,8,25.0,0,0.5,0.4,-0.5,5,3,3,1,4,12,552.0,46.0,16.1,6,75.0,1.0,6,17.0,6,0.25,2.0,16.0,-14.0,-2.28,-1.03,3.9,11.4,-7.5,-1.23,-0.46,0,7,3,42.9,1.14,0.49,0.0,0.0,19.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,15,2.45,9,0,2,2,1,1,1,0.16,0,0,0,1,0,0
Rajiv van La Parra,nl NED,FWMF,27.0,8,1,7,0,1,6,16.7,5,0,0,0,12,3,1,0,0,0,4,14,0,6,0,0,0,33,1,7,12.5,94,116,81.0,1402,203,55,61,90.2,28,34,82.4,8,11,72.7,0,0.1,0.2,-0.1,4,6,1,0,5,5,405.0,81.0,11.8,5,81.0,3.0,0,,5,0.6,2.0,6.0,-4.0,-0.89,0.6,2.9,4.2,-1.3,-0.28,0.64,0,5,0,0.0,1.11,0.0,0.0,,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,8,1.78,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Jason Puncheon,eng ENG,MF,32.0,7,1,5,1,1,7,14.3,6,3,1,2,10,8,0,1,0,0,9,2,1,9,0,0,0,21,6,6,50.0,165,214,77.1,2673,960,79,94,84.0,50,64,78.1,21,30,70.0,0,0.5,0.2,-0.5,5,20,4,0,13,6,382.0,64.0,11.2,5,72.0,3.0,1,23.0,2,0.17,0.0,9.0,-9.0,-2.12,-0.79,3.2,5.1,-1.9,-0.46,0.44,0,6,0,0.0,1.41,0.0,0.0,,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,10,2.36,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Danny Williams,us USA,MF,29.0,0,0,0,0,0,0,,0,4,1,3,1,2,0,1,0,0,2,1,0,0,0,0,0,7,0,2,0.0,19,24,79.2,313,56,7,8,87.5,12,14,85.7,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,0,5,96.0,19.0,2.8,1,73.0,0.0,4,6.0,5,0.6,0.0,1.0,-1.0,-0.94,0.5,0.5,1.4,-0.9,-0.88,-0.03,0,1,0,0.0,0.94,0.0,0.0,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Aaron Rowe,eng ENG,FW,17.0,1,1,0,0,0,0,,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,3,0,2,0.0,13,20,65.0,171,69,8,12,66.7,5,5,100.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,2,69.0,35.0,2.0,1,55.0,0.0,1,14.0,2,0.0,2.0,1.0,1.0,1.3,2.78,0.4,1.8,-1.4,-1.87,-1.04,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Abdelhamid Sabiri,ma MAR,FW,21.0,2,1,1,0,0,0,,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,7,8,87.5,62,11,7,8,87.5,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,2,48.0,24.0,1.4,1,45.0,0.0,1,3.0,0,0.0,1.0,3.0,-2.0,-3.75,-2.36,0.6,1.5,-0.9,-1.76,-0.93,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Demeaco Duhaney,eng ENG,DF,19.0,1,1,0,0,1,3,33.3,2,2,0,2,2,1,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0.0,21,27,77.8,303,146,11,13,84.6,6,7,85.7,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,3,1,45.0,45.0,1.3,1,45.0,0.0,0,,1,3.0,0.0,0.0,0.0,0.0,1.44,0.2,0.5,-0.3,-0.66,0.19,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ramadan Sobhi,eg EGY,FWMF,21.0,1,0,1,0,0,0,,0,2,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,8,3,1,75.0,39,50,78.0,423,131,28,31,90.3,6,11,54.5,0,2,0.0,0,0.2,0.2,-0.2,3,0,3,1,3,4,79.0,20.0,2.3,0,,0.0,4,19.0,5,0.0,0.0,2.0,-2.0,-2.28,-0.88,0.5,2.0,-1.5,-1.77,-0.94,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,4,4.56,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matty Daly,eng ENG,MF,17.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,7,13,53.8,57,11,6,8,75.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,75.0,38.0,2.2,0,,0.0,2,37.0,6,0.5,1.0,1.0,0.0,0.0,1.45,0.9,1.0,-0.1,-0.09,0.77,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Collin Quaner,de GER,FW,27.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0.0,13,17,76.5,150,44,7,10,70.0,3,4,75.0,0,0,,0,0.1,0.1,-0.1,1,2,3,0,3,2,39.0,20.0,1.1,0,,0.0,2,19.0,2,0.0,1.0,2.0,-1.0,-2.31,-0.9,0.7,0.6,0.1,0.23,1.08,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,6.92,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Squad Total,,,26.2,708,323,315,70,263,625,42.1,362,496,130,366,1239,682,15,56,4,1,420,370,63,768,1,9,1,2063,844,807,51.1,13045,17777,73.4,237346,93900,6045,7200,84.0,4765,6029,79.0,1792,3398,52.7,13,19.9,17.4,-6.9,283,1023,208,93,842,38,3420.0,90.0,100.0,418,84.0,,107,22.0,159,0.42,22.0,76.0,-54.0,-1.42,,28.8,60.9,-32.2,-0.85,,21,400,116,29.0,10.53,3.05,0.05,0.17,19.1,15,1,1,28.8,28.0,0.07,-7.8,-8.0,681,17.92,486,74,27,43,37,14,33,0.87,23,4,0,3,3,0
